i,cluster
31382,309
31383,309
31384,309
31385,309
31386,309
31387,309
31388,309
31401,309
31402,309
31403,309
31404,309
32201,311
32202,312
32203,313
32204,314
32205,315
32206,316
32207,315
32208,313
32301,311
32302,311
32303,311
32304,311
32305,311
32306,311
32307,311
32308,311
32321,316
32322,316
32341,317
32342,317
32361,318
32362,318
32363,318
32381,318
32382,318
32383,318
32384,319
32385,319
32401,313
32402,313
32403,313
32404,313
32405,313
32421,315
32422,315
32441,320
32442,320
32443,320
32444,321
32445,320
32446,320
32447,315
32462,312
32463,312
32464,312
32465,312
32481,314
32482,322
32501,314
32502,314
32503,323
32504,323
32521,324
32522,324
32523,324
32524,324
32525,325
32526,325
32527,326
33201,327
33202,328
33203,329
33204,330
33205,328
33207,331
33208,328
33209,332
33210,333
33211,327
33301,327
33303,327
33305,334
33321,327
33322,327
33323,327
33324,327
33325,329
33342,327
33344,327
33345,327
33346,327
33361,327
33362,327
33363,327
33401,330
33423,328
33427,328
33428,328
33441,328
33442,328
33443,328
33444,328
33445,328
33461,331
33462,331
33481,331
33503,328
33521,332
33522,332
33523,334
33541,332
33542,332
33543,332
33561,333
33562,333
33563,333
33564,333
33581,335
33582,335
33583,335
33584,335
33585,335
33586,335
33587,336
33588,336
33589,336
33601,329
33602,335
33603,329
33604,329
33605,329
33606,329
33621,329
33622,329
33623,329
33624,329
33641,337
33642,337
33643,337
33644,329
33645,329
33646,329
33661,329
33662,335
33663,327
33664,329
33665,329
34100,338
34202,339
34203,340
34204,341
34205,342
34206,343
34207,342
34208,342
34209,344
34210,344
34211,345
34212,341
34213,338
34302,338
34304,338
34307,338
34309,338
34310,346
34311,339
34312,339
34313,339
34314,339
34323,338
34324,338
34325,338
34326,338
34327,338
34328,346
34329,346
34330,346
34361,338
34362,338
34363,338
34364,347
34365,347
34366,347
34367,347
34381,348
34382,348
34383,348
34384,348
34385,348
34386,348
34402,339
34405,341
34406,341
34407,341
34408,341
34421,341
34422,340
34423,339
34424,339
34425,349
34426,349
34427,340
34428,340
34429,340
34430,343
34441,342
34442,341
34444,342
34461,350
34462,350
34463,350
34481,342
34482,342
34501,342
34524,342
34541,351
34542,333
34543,351
34544,351
34561,352
34562,352
34563,352
34581,344
34582,344
34583,321
34584,344
34585,344
34586,353
34601,344
34602,333
34603,344
34604,344
34605,344
35201,354
35202,355
35203,355
35204,356
35205,357
35206,355
35207,357
35208,345
35209,355
35210,357
35211,358
35212,357
35213,355
35214,357
35301,359
35302,359
35303,359
35304,359
35321,345
35322,345
35323,345
35324,345
35325,345
35326,345
35327,357
35328,345
35329,345
35341,357
35342,357
35343,357
35344,357
35345,357
35361,357
35381,355
35401,355
35402,355
35403,355
35421,355
35422,355
35441,354
35442,354
35443,354
35444,354
35461,355
35462,355
35481,358
35482,358
35483,358
35501,356
35502,356
35503,314
35504,355
35505,356
35506,314
35507,356
35508,356
36201,360
36202,360
36203,361
36204,361
36301,361
36302,361
36321,360
36341,360
36342,362
36361,361
36362,361
36363,361
36364,361
36365,363
36366,363
36367,363
36381,364
36382,364
36383,364
36384,364
36385,364
36386,364
36401,360
36402,360
36403,360
36404,360
36405,360
36406,360
36407,360
36421,360
36422,360
36441,360
36442,360
36443,360
36444,360
36461,365
36462,365
36463,365
36464,365
36465,365
36466,365
36467,366
36481,367
36482,367
36483,367
36484,367
36485,367
36486,367
36487,368
36488,367
37201,369
37202,370
37203,370
37204,370
37205,371
37301,369
37302,369
37303,369
37304,369
37305,369
37306,369
37307,369
37308,369
37321,372
37322,372
37323,372
37341,369
37342,369
37343,369
37361,369
37362,369
37363,369
37364,330
37381,369
37382,369
37383,369
37384,370
37385,370
37386,370
37401,370
37402,370
37403,370
37404,370
37405,370
37421,371
37422,371
37423,371
37424,371
37425,371
37426,371
37427,371
37428,371
37429,371
38201,373
38202,374
38203,375
38204,376
38205,377
38206,377
38207,378
38208,377
38209,377
38210,373
38211,373
38212,377
38301,377
38302,377
38303,377
38321,377
38323,377
38341,374
38342,374
38343,374
38344,374
38345,374
38346,374
38347,374
38348,379
38349,380
38350,343
38351,343
38352,343
38353,379
38354,379
38355,381
38361,373
38362,373
38363,382
38381,383
38382,383
38383,383
38384,383
38385,384
38401,373
38402,373
38403,384
38404,373
38405,373
38421,378
38422,378
38423,378
38424,378
38425,378
38441,376
38442,376
38443,376
38444,376
38445,376
38461,385
38462,385
38463,385
38464,385
38481,375
38482,375
38483,375
38484,375
38485,375
38486,386
38501,386
38502,386
38503,386
38504,386
38505,386
39201,387
39202,388
39203,388
39204,387
39205,387
39206,389
39207,390
39208,390
39209,390
39301,388
39302,388
39303,388
39304,388
39305,388
39306,388
39307,388
39321,387
39322,387
39323,387
39324,387
39325,387
39326,387
39327,387
39328,387
39341,391
39344,391
39361,387
39362,387
39363,391
39364,391
39365,391
39381,387
39382,392
39383,387
39384,392
39385,391
39401,389
39402,392
39403,392
39404,389
39405,393
39406,389
39407,393
39408,389
39409,392
39410,387
39421,390
39422,389
39423,390
39424,390
39425,389
39426,394
39427,390
40100,395
40130,396
40202,397
40203,398
40204,395
40205,399
40206,400
40207,401
40208,399
40209,402
40210,398
40211,398
40212,401
40213,395
40214,403
40215,395
40216,402
40217,396
40218,396
40219,396
40220,396
40221,396
40222,396
40305,396
40341,396
40342,396
40343,396
40344,396
40345,396
40347,396
40348,396
40349,396
40362,396
40363,396
40364,396
40365,404
40381,395
40382,395
40383,395
40384,395
40401,395
40402,395
40403,395
40404,395
40421,399
40422,399
40423,399
40424,399
40425,399
40426,399
40427,399
40428,399
40441,402
40442,402
40443,402
40444,396
40445,402
40446,402
40462,396
40463,396
40481,402
40482,402
40483,402
40501,398
40503,402
40521,401
40522,401
40523,398
40541,398
40542,398
40543,398
40544,398
40545,398
40546,398
40561,401
40562,401
40563,401
40564,401
40581,397
40601,400
40602,400
40603,400
40604,400
40605,400
40606,400
40607,400
40608,400
40609,400
40621,395
40622,395
40623,395
40624,395
40641,395
40642,403
40643,395
40644,403
40645,403
41201,405
41202,406
41203,407
41204,405
41205,408
41206,409
41207,409
41301,401
41302,405
